number,filename_json,filename_img,init_status,annotation_x_start,annotation_x_stop,annotation_y_start,annotation_y_stop,observed_status,observed_annotation,same_result
1135,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5756F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5756F.png.json,-,-,-,-,-,-,-,1
1136,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757A.png.json,-,-,-,-,-,-,-,1
1137,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757B.png.json,-,-,-,-,-,-,-,1
1138,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757C.png.json,-,-,-,-,-,-,-,1
1139,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757D.png.json,-,-,-,-,-,-,-,1
1140,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757E.png.json,-,-,-,-,-,-,-,1
1141,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5757F.png.json,-,-,-,-,-,-,-,1
1142,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758A.png.json,-,-,-,-,-,-,-,1
1143,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758B.png.json,-,-,-,-,-,-,-,1
1144,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758C.png.json,-,-,-,-,-,-,-,1
1145,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758D.png.json,-,-,-,-,-,-,-,1
1146,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758E.png.json,-,-,-,-,-,-,-,1
1147,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5758F.png.json,-,-,-,-,-,-,-,1
1148,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759A.png.json,-,-,-,-,-,-,-,1
1149,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759B.png.json,-,-,-,-,-,-,-,1
1150,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759C.png.json,-,-,-,-,-,-,-,1
1151,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759D.png.json,-,-,-,-,-,-,-,1
1152,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759E.png.json,-,-,-,-,-,-,-,1
1153,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5759F.png.json,-,-,-,-,-,-,-,1
1154,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760A.png.json,-,-,-,-,-,-,-,1
1155,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760B.png.json,-,-,-,-,-,-,-,1
1156,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760C.png.json,-,-,-,-,-,-,-,1
1157,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760D.png.json,-,-,-,-,-,-,-,1
1158,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760E.png.json,-,-,-,-,-,-,-,1
1159,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5760F.png.json,-,-,-,-,-,-,-,1
1160,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761A.png.json,-,-,-,-,-,-,-,1
1161,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761B.png.json,-,-,-,-,-,-,-,1
1162,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761C.png.json,-,-,-,-,-,-,-,1
1163,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761D.png.json,-,-,-,-,-,-,-,1
1164,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761E.png.json,-,-,-,-,-,-,-,1
1165,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5761F.png.json,-,-,-,-,-,-,-,1
1166,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762A.png.json,-,-,-,-,-,-,-,1
1167,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762B.png.json,-,-,-,-,-,-,-,1
1168,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762C.png.json,-,-,-,-,-,-,-,1
1169,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762D.png.json,-,-,-,-,-,-,-,1
1170,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762E.png.json,-,-,-,-,-,-,-,1
1171,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5762F.png.json,-,-,-,-,-,-,-,1
1172,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763A.png.json,-,-,-,-,-,-,-,1
1173,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763B.png.json,-,-,-,-,-,-,-,1
1174,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763C.png.json,-,-,-,-,-,-,-,1
1175,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763D.png.json,-,-,-,-,-,-,-,1
1176,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763E.png.json,-,-,-,-,-,-,-,1
1177,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5763F.png.json,-,-,-,-,-,-,-,1
1178,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764A.png.json,-,-,-,-,-,-,-,1
1179,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764B.png.json,-,-,-,-,-,-,-,1
1180,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764C.png.json,-,-,-,-,-,-,-,1
1181,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764D.png.json,-,-,-,-,-,-,-,1
1182,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764E.png.json,-,-,-,-,-,-,-,1
1183,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5764F.png.json,-,-,-,-,-,-,-,1
1184,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765A.png.json,-,-,-,-,-,-,-,1
1185,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765B.png.json,-,-,-,-,-,-,-,1
1186,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765C.png.json,-,-,-,-,-,-,-,1
1187,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765D.png.json,-,-,-,-,-,-,-,1
1188,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765E.png.json,-,-,-,-,-,-,-,1
1189,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5765F.png.json,-,-,-,-,-,-,-,1
1190,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766A.png.json,-,-,-,-,-,-,-,1
1191,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766B.png.json,-,-,-,-,-,-,-,1
1192,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766C.png.json,-,-,-,-,-,-,-,1
1193,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766D.png.json,-,-,-,-,-,-,-,1
1194,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766E.png.json,-,-,-,-,-,-,-,1
1195,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5766F.png.json,-,-,-,-,-,-,-,1
1196,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767A.png.json,-,-,-,-,-,-,-,1
1197,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767B.png.json,-,-,-,-,-,-,-,1
1198,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767C.png.json,-,-,-,-,-,-,-,1
1199,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767D.png.json,-,-,-,-,-,-,-,1
1200,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767E.png.json,-,-,-,-,-,-,-,1
1201,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5767F.png.json,-,-,-,-,-,-,-,1
1202,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768A.png.json,-,-,-,-,-,-,-,1
1203,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768B.png.json,-,-,-,-,-,-,-,1
1204,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768C.png.json,-,-,-,-,-,-,-,1
1205,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768D.png.json,-,-,-,-,-,-,-,1
1206,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768E.png.json,-,-,-,-,-,-,-,1
1207,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5768F.png.json,-,-,-,-,-,-,-,1
1208,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769A.png.json,-,-,-,-,-,-,-,1
1209,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769B.png.json,-,-,-,-,-,-,-,1
1210,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769C.png.json,-,-,-,-,-,-,-,1
1211,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769D.png.json,-,-,-,-,-,-,-,1
1212,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769E.png.json,-,-,-,-,-,-,-,1
1213,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5769F.png.json,-,-,-,-,-,-,-,1
1214,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770A.png.json,-,-,-,-,-,-,-,1
1215,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770B.png.json,-,-,-,-,-,-,-,1
1216,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770C.png.json,-,-,-,-,-,-,-,1
1217,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770D.png.json,-,-,-,-,-,-,-,1
1218,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770E.png.json,-,-,-,-,-,-,-,1
1219,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL1XXXXXX5770F.png.json,-,-,-,-,-,-,-,1
1220,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701A.png.json,-,-,-,-,-,-,-,1
1221,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701B.png.json,-,-,-,-,-,-,-,1
1222,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701C.png.json,-,-,-,-,-,-,-,1
1223,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701D.png.json,-,-,-,-,-,-,-,1
1224,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701E.png.json,-,-,-,-,-,-,-,1
1225,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5701F.png.json,-,-,-,-,-,-,-,1
1226,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702A.png.json,-,-,-,-,-,-,-,1
1227,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702B.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702B.png.json,-,-,-,-,-,-,-,1
1228,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702C.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702C.png.json,-,-,-,-,-,-,-,1
1229,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702D.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702D.png.json,-,-,-,-,-,-,-,1
1230,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702E.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702E.png.json,-,-,-,-,-,-,-,1
1231,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702F.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5702F.png.json,-,-,-,-,-,-,-,1
1232,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5703A.png,D:\3D Printing\0. Dataset Project 2022\20%\5.I_FDM(2015)\I_FDMXCMPCL2XXXXXX5703A.png.json,-,-,-,-,-,-,-,1
